nr	length	ratio
7857	719293	2.52804850
7858	719340	2.52807153
7859	719449	2.52808144
7860	719568	2.52809984
7861	719815	2.52798177
7862	719962	2.52796534
7863	720065	2.52798082
7864	720099	2.52793156
7865	720198	2.52801286
7866	720287	2.52799694
7867	720403	2.52789835
7868	720475	2.52782280
7869	720594	2.52784121
7870	720716	2.52776375
7871	720900	2.52774418
7872	721119	2.52759921
7873	721277	2.52750630
7874	721366	2.52746390
7875	721706	2.52751278
7876	721727	2.52744470
7877	721871	2.52729405
7878	722028	2.52724205
7879	722120	2.52715718
7880	722284	2.52713856
7881	722375	2.52708560
7882	722447	2.52701039
7883	722484	2.52698955
7884	722680	2.52692383
7885	722742	2.52688439
7886	722887	2.52669346
7887	722961	2.52664302
7888	723047	2.52656389
7889	723140	2.52656220
7890	723218	2.52652576
7891	723284	2.52643860
7892	723372	2.52637535
7893	723416	2.52643196
7894	723530	2.52643304
7895	723567	2.52642109
7896	723796	2.52628566
7897	723950	2.52622359
7898	724094	2.52602973
7899	724144	2.52600148
7900	724277	2.52589270
7901	724364	2.52594065
7902	724535	2.52596440
7903	724738	2.52602925
7904	724905	2.52598622
7905	724964	2.52602457
7906	725188	2.52591615
7907	725486	2.52581921
7908	725552	2.52575880
7909	725620	2.52572296
7910	725744	2.52567984
7911	725839	2.52564129
7912	725948	2.52554602
7913	725980	2.52552556
7914	726019	2.52552944
7915	726120	2.52551180
7916	726288	2.52536709
7917	726493	2.52522819
7918	726508	2.52519256
7919	726775	2.52509372
7920	726810	2.52510127
7921	727011	2.52508023
7922	727162	2.52501710
7923	727389	2.52488476
7924	727403	2.52484571
7925	727553	2.52465655
7926	727631	2.52459432
7927	727698	2.52456400
7928	727881	2.52445445
7929	728037	2.52430386
7930	728070	2.52424323
7931	728131	2.52418343
7932	728282	2.52419061
7933	728369	2.52419469
7934	728416	2.52414763
7935	728725	2.52394147
7936	728770	2.52392249
7937	729028	2.52383705
7938	729142	2.52375118
7939	729389	2.52363653
7940	729501	2.52360493
7941	729603	2.52355621
7942	729738	2.52353435
7943	729827	2.52347562
7944	729882	2.52345638
7945	730009	2.52346796
7946	730067	2.52346783
7947	730114	2.52349072
7948	730435	2.52338789
7949	730636	2.52333260
7950	730784	2.52320760
7951	730909	2.52317746
7952	731144	2.52316994
7953	731279	2.52314821
7954	731365	2.52304450
7955	731521	2.52311263
7956	731568	2.52309199
7957	731619	2.52305034
7958	731780	2.52297911
7959	731876	2.52306653
7960	731928	2.52298486
7961	732053	2.52287656
7962	732121	2.52282399
7963	732276	2.52285388
7964	732725	2.52283628
7965	732803	2.52285293
7966	732899	2.52286207
7967	732965	2.52286347
7968	733071	2.52276810
7969	733241	2.52269334
7970	733282	2.52266081
7971	733430	2.52254514
7972	733460	2.52255289
7973	733559	2.52247695
7974	733641	2.52246401
7975	733712	2.52240458
7976	733832	2.52242690
7977	734034	2.52241894
7978	734090	2.52238601
7979	734227	2.52237140
7980	734430	2.52230625
7981	734550	2.52231123
7982	734661	2.52228532
7983	734799	2.52227417
7984	734939	2.52219198
7985	735193	2.52208561
7986	735248	2.52210990
7987	735378	2.52211461
7988	735415	2.52210310
7989	735570	2.52202058
7990	735654	2.52201458
7991	735734	2.52203810
7992	735844	2.52207800
7993	736010	2.52207644
7994	736110	2.52205613
7995	736135	2.52202945
7996	736256	2.52198606
7997	736481	2.52191883
7998	736668	2.52188559
7999	736782	2.52178377
8000	736913	2.52186099
8001	737243	2.52174761
8002	737336	2.52169482
8003	737442	2.52161752
8004	737540	2.52164221
8005	737663	2.52168339
8006	737760	2.52171327
8007	737981	2.52163261
8008	738079	2.52162282
8009	738132	2.52164882
8010	738206	2.52163457
8011	738404	2.52156156
8012	738547	2.52159350
8013	738588	2.52158713
8014	738679	2.52152764
8015	738715	2.52153002
8016	739003	2.52148887
8017	739092	2.52144841
8018	739222	2.52147040
8019	739351	2.52148039
8020	739405	2.52148396
8021	739639	2.52143069
8022	739674	2.52136950
8023	739710	2.52139767
8024	739858	2.52123182
8025	740038	2.52126956
8026	740112	2.52119527
8027	740321	2.52110853
8028	740472	2.52111621
8029	740706	2.52105457
8030	740868	2.52095385
8031	740924	2.52096426
8032	741027	2.52098019
8033	741237	2.52095705
8034	741346	2.52095908
8035	741425	2.52092769
8036	741522	2.52091464
8037	741717	2.52094337
8038	741831	2.52086816
8039	741962	2.52088501
8040	742038	2.52088627
8041	742168	2.52092540
8042	742230	2.52092192
8043	742265	2.52087812
8044	742381	2.52088682
8045	742623	2.52072422
8046	742735	2.52074502
8047	742887	2.52055943
8048	742985	2.52051565
8049	743110	2.52051217
8050	743218	2.52054506
8051	743373	2.52062621
8052	743545	2.52061969
8053	743756	2.52062575
8054	743912	2.52062481
8055	743976	2.52061960
8056	744162	2.52060075
8057	744296	2.52049116
8058	744505	2.52048195
8059	744675	2.52030663
8060	744816	2.52026353
8061	744875	2.52023292
8062	744949	2.52025306
8063	744958	2.52024087
8064	745050	2.52023665
8065	745208	2.52031074
8066	745292	2.52027946
8067	745414	2.52035110
8068	745460	2.52035324
8069	745497	2.52035052
8070	745598	2.52039374
8071	745666	2.52038505
8072	745855	2.52033386
8073	745929	2.52031990
8074	745986	2.52026555
8075	746180	2.52024832
8076	746252	2.52026167
8077	746469	2.52025403
8078	746721	2.52023693
8079	746956	2.52017949
8080	747051	2.52011740
8081	747124	2.52004911
8082	747473	2.51998530
8083	747541	2.51998517
8084	747759	2.51996401
8085	747947	2.51993518
8086	748075	2.51986553
8087	748189	2.51991001
8088	748336	2.51975164
8089	748482	2.51988688
8090	748646	2.51976884
8091	748701	2.51978434
8092	748886	2.51975398
8093	749091	2.51962140
8094	749179	2.51963772
8095	749317	2.51966966
8096	749382	2.51964252
8097	749549	2.51957713
8098	749709	2.51951365
8099	749853	2.51954035
8100	749901	2.51954924
8101	750010	2.51959378
8102	750136	2.51952615
8103	750150	2.51953932
8104	750291	2.51956439
8105	750451	2.51956018
8106	750552	2.51962858
8107	750690	2.51964355
8108	750754	2.51965539
8109	750961	2.51969051
8110	750988	2.51968810
8111	751368	2.51966962
8112	751482	2.51968013
8113	751543	2.51969879
8114	751592	2.51970257
8115	751696	2.51968800
8116	751707	2.51967419
8117	751748	2.51965115
8118	751985	2.51964322
8119	752132	2.51962078
8120	752217	2.51959323
8121	752230	2.51959458
8122	752440	2.51960594
8123	752628	2.51963643
8124	752828	2.51954685
8125	752903	2.51956175
8126	753075	2.51952184
8127	753191	2.51954747
8128	753291	2.51956171
8129	753549	2.51948082
8130	753575	2.51944982
8131	753739	2.51927377
8132	753890	2.51927325
8133	753988	2.51923032
8134	754101	2.51926276
8135	754245	2.51932301
8136	754400	2.51933584
8137	754457	2.51932427
8138	754622	2.51932001
8139	754944	2.51929321
8140	755069	2.51928159
8141	755187	2.51925502
8142	755301	2.51926553
8143	755482	2.51913824
8144	755592	2.51914383
8145	755656	2.51908005
8146	755755	2.51911616
8147	755917	2.51906838
8148	755998	2.51911164
8149	756116	2.51909353
8150	756247	2.51905160
8151	756588	2.51894566
8152	756861	2.51889015
8153	756894	2.51886585
8154	757152	2.51861807
8155	757398	2.51852320
8156	757591	2.51844477
8157	757686	2.51840896
8158	757847	2.51834978
8159	757942	2.51831400
8160	758075	2.51828734
8161	758503	2.51812813
8162	758655	2.51811444
8163	758831	2.51811355
8164	758901	2.51811187
8165	759271	2.51801947
8166	759384	2.51797669
8167	759457	2.51793488
8168	759676	2.51790130
8169	759826	2.51790608
8170	759991	2.51789382
8171	760078	2.51789009
8172	760234	2.51785637
8173	760538	2.51792087
8174	760684	2.51792908
8175	760890	2.51807751
8176	761281	2.51800486
8177	761607	2.51764251
8178	761781	2.51761848
8179	761876	2.51763291
8180	762240	2.51751300
8181	762513	2.51748342
8182	762680	2.51746128
8183	762809	2.51742175
8184	763000	2.51739577
8185	763091	2.51739700
8186	763239	2.51732884
8187	763307	2.51726253
8188	763466	2.51726389
8189	763619	2.51726207
8190	763734	2.51715160
8191	763796	2.51706558
8192	763839	2.51704969
8193	763997	2.51700633
8194	764099	2.51691948
8195	764194	2.51682618
8196	764297	2.51679240
8197	764481	2.51665246
8198	764561	2.51665899
8199	764700	2.51666919
8200	764846	2.51668586
8201	764934	2.51671871
8202	765017	2.51671854
8203	765140	2.51670093
8204	765178	2.51672658
8205	765293	2.51672405
8206	765438	2.51667949
8207	765558	2.51664376
8208	765679	2.51671060
8209	765722	2.51669477
8210	765891	2.51660506
8211	765958	2.51659367
8212	766153	2.51636625
8213	766301	2.51637299
8214	766636	2.51618409
8215	766719	2.51615095
8216	766905	2.51615856
8217	767022	2.51603888
8218	767085	2.51604746
8219	767186	2.51603213
8220	767247	2.51593514
8221	767281	2.51593938
8222	767366	2.51583862
8223	767499	2.51573855
8224	767574	2.51567928
8225	767750	2.51571194
8226	767867	2.51564194
8227	768014	2.51567848
8228	768171	2.51564890
8229	768295	2.51569248
8230	768593	2.51564684
8231	768698	2.51561999
8232	768775	2.51561677
8233	768882	2.51558001
8234	768947	2.51552931
8235	769022	2.51550310
8236	769089	2.51540137
8237	769225	2.51531144
8238	769361	2.51541070
8239	769480	2.51537212
8240	769750	2.51525984
8241	769892	2.51526358
8242	770070	2.51522882
8243	770130	2.51520298
8244	770157	2.51522544
8245	770245	2.51525819
8246	770491	2.51532226
8247	770590	2.51522669
8248	770717	2.51514865
8249	771021	2.51518038
8250	771128	2.51516021
8251	771347	2.51512800
8252	771411	2.51510706
8253	771673	2.51511665
8254	771789	2.51514223
8255	771877	2.51510935
8256	772220	2.51513701
8257	772278	2.51514569
8258	772339	2.51510681
8259	772572	2.51500562
8260	772655	2.51505475
8261	773080	2.51491552
8262	773320	2.51491904
8263	773402	2.51494035
8264	773524	2.51495269
8265	773688	2.51501164
8266	773736	2.51500416
8267	773894	2.51486378
8268	774170	2.51482087
8269	774495	2.51481461
8270	774788	2.51483510
8271	774981	2.51488198
8272	775201	2.51484509
8273	775350	2.51480633
8274	775462	2.51482702
8275	775694	2.51475570
8276	775906	2.51487228
8277	776011	2.51496806
8278	776112	2.51493676
8279	776222	2.51499167
8280	776437	2.51493047
8281	776730	2.51493458
8282	776808	2.51484514
8283	776995	2.51467714
8284	777190	2.51460021
8285	777329	2.51455365
8286	777435	2.51454678
8287	777510	2.51446405
8288	777580	2.51443834
8289	777681	2.51443971
8290	777799	2.51445539
8291	778022	2.51437971
8292	778095	2.51433936
8293	778235	2.51427990
8294	778392	2.51418605
8295	778613	2.51412030
8296	778790	2.51402617
8297	778906	2.51387316
8298	779027	2.51380934
8299	779091	2.51378062
8300	779209	2.51368283
8301	779368	2.51357950
8302	779485	2.51352720
8303	779676	2.51349469
8304	779762	2.51348834
8305	779941	2.51347388
8306	780036	2.51338315
8307	780105	2.51341111
8308	780289	2.51327516
8309	780457	2.51321726
8310	780580	2.51315205
8311	780737	2.51309923
8312	780864	2.51302269
8313	780975	2.51304832
8314	781157	2.51301939
8315	781251	2.51301458
8316	781453	2.51314698
8317	781501	2.51312354
8318	781620	2.51315062
8319	781748	2.51311775
8320	781876	2.51310913
8321	782012	2.51311007
8322	782170	2.51309287
8323	782267	2.51310577
8324	782538	2.51308830
8325	782726	2.51313517
8326	782869	2.51314244
8327	783034	2.51316385
8328	783154	2.51319408
8329	783314	2.51315106
8330	783424	2.51313308
8331	783582	2.51327712
8332	783765	2.51329979
8333	783883	2.51333162
8334	783952	2.51332722
8335	784125	2.51338227
8336	784208	2.51340662
8337	784311	2.51338230
8338	784489	2.51334060
8339	784756	2.51322174
8340	784807	2.51320799
8341	784928	2.51323331
8342	785157	2.51329057
8343	785264	2.51332736
8344	785432	2.51339849
8345	785530	2.51342254
8346	785616	2.51345644
8347	785747	2.51344936
8348	785818	2.51346744
8349	786045	2.51343781
8350	786126	2.51346374
8351	786355	2.51340035
8352	786447	2.51342930
8353	786541	2.51339234
8354	786991	2.51320004
8355	787042	2.51322647
8356	787185	2.51317751
8357	787309	2.51317222
8358	787483	2.51327035
8359	787610	2.51325056
8360	787742	2.51317456
8361	787924	2.51325808
8362	788010	2.51329991
8363	788125	2.51324987
8364	788148	2.51325108
8365	788283	2.51329688
8366	788525	2.51334725
8367	788784	2.51325956
8368	789054	2.51321498
8369	789311	2.51302501
8370	789506	2.51309377
8371	789570	2.51311350
8372	789623	2.51309022
8373	789827	2.51308362
8374	789883	2.51303792
8375	790100	2.51289684
8376	790210	2.51284709
8377	790319	2.51283413
8378	790376	2.51280763
8379	790484	2.51279150
8380	790579	2.51275800
8381	790714	2.51267597
8382	790846	2.51268821
8383	790999	2.51264743
8384	791147	2.51267857
8385	791321	2.51271247
8386	791494	2.51268734
8387	791629	2.51261339
8388	791781	2.51260139
8389	791861	2.51258416
8390	791936	2.51258297
8391	792102	2.51251178
8392	792254	2.51230859
8393	792463	2.51231807
8394	792796	2.51226669
8395	793026	2.51219945
8396	793160	2.51225785
8397	793303	2.51220153
8398	793480	2.51217335
8399	793660	2.51207515
8400	793747	2.51204043
8401	793763	2.51201952
8402	793950	2.51202303
8403	794194	2.51206382
8404	794222	2.51204909
8405	794416	2.51221772
8406	794546	2.51224749
8407	794616	2.51223052
8408	794834	2.51230814
8409	794971	2.51230442
8410	795102	2.51236113
8411	795379	2.51245838
8412	795426	2.51240844
8413	795562	2.51244122
8414	795759	2.51246827
8415	796004	2.51252786
8416	796188	2.51252177
8417	796319	2.51241982
8418	796335	2.51235933
8419	796359	2.51227653
8420	796494	2.51233783
8421	796640	2.51226742
8422	796712	2.51222512
8423	796891	2.51224295
8424	797040	2.51211079
8425	797160	2.51204563
8426	797287	2.51195506
8427	797417	2.51192936
8428	797499	2.51191072
8429	797624	2.51184557
8430	797744	2.51176469
8431	797808	2.51172895
8432	797914	2.51167520
8433	798063	2.51163032
8434	798133	2.51162139
8435	798238	2.51158035
8436	798465	2.51159916
8437	798569	2.51159448
8438	798668	2.51147931
8439	798797	2.51145060
8440	798947	2.51148002
8441	799127	2.51142217
8442	799261	2.51151179
8443	799380	2.51153847
8444	799402	2.51153658
8445	799564	2.51159576
8446	799770	2.51158803
8447	799978	2.51162601
8448	800157	2.51156506
8449	800308	2.51144779
8450	800582	2.51147222
8451	800904	2.51152114
8452	801127	2.51143289
8453	801272	2.51132848
8454	801295	2.51130612
8455	801389	2.51123081
8456	801411	2.51120532
8457	801467	2.51114474
8458	801596	2.51113979
8459	801666	2.51106016
8460	801775	2.51095327
8461	801859	2.51094111
8462	802077	2.51087681
8463	802224	2.51080251
8464	802250	2.51080530
8465	802301	2.51080776
8466	802369	2.51077698
8467	802584	2.51073481
8468	802896	2.51065054
8469	803140	2.51052643
8470	803231	2.51051268
8471	803468	2.51048446
8472	803627	2.51040866
8473	803855	2.51024264
8474	803923	2.51025901
8475	804117	2.51023772
8476	804247	2.51025956
8477	804529	2.51012124
8478	804621	2.51015767
8479	804687	2.51012081
8480	804773	2.51013852
8481	804913	2.51009761
8482	805085	2.51012518
8483	805228	2.51011712
8484	805310	2.51016146
8485	805620	2.51012625
8486	805753	2.51012614
8487	805899	2.51006488
8488	805975	2.51005142
8489	806110	2.51015915
8490	806133	2.51016042
8491	806293	2.51008026
8492	806311	2.51005034
8493	806364	2.51003561
8494	806458	2.51003131
8495	806519	2.51005711
8496	806561	2.51001596
8497	806753	2.51002763
8498	806935	2.51009407
8499	806955	2.51012505
8500	807032	2.51013032
8501	807165	2.51013021
8502	807343	2.51016855
8503	807549	2.51020028
8504	807784	2.51025970
8505	807995	2.51007297
8506	808116	2.51007458
8507	808241	2.51004183
8508	808314	2.51001130
8509	808436	2.50996926
8510	808604	2.50987525
8511	808629	2.50983599
8512	808762	2.50974247
8513	808876	2.50966789
8514	809068	2.50961732
8515	809255	2.50953571
8516	809353	2.50954389
8517	809368	2.50953593
8518	809467	2.50944607
8519	809696	2.50933140
8520	809798	2.50927424
8521	809994	2.50927509
8522	810014	2.50927486
8523	810257	2.50925808
8524	810347	2.50921043
8525	810381	2.50919140
8526	810450	2.50917197
8527	810578	2.50908663
8528	810727	2.50915174
8529	810928	2.50912151
8530	811091	2.50914451
8531	811126	2.50912859
8532	811342	2.50915254
8533	811435	2.50916079
8534	811599	2.50919462
8535	811694	2.50920905
8536	811876	2.50915115
8537	812053	2.50904681
8538	812262	2.50897162
8539	812351	2.50895979
8540	812399	2.50894531
8541	812512	2.50890687
8542	812763	2.50903113
8543	812940	2.50895018
8544	813073	2.50891154
8545	813353	2.50875369
8546	813512	2.50869473
8547	813616	2.50866731
8548	813679	2.50864498
8549	813797	2.50861434
8550	814033	2.50856854
8551	814094	2.50855553
8552	814297	2.50862449
8553	814373	2.50858813
8554	814630	2.50852207
8555	814813	2.50852942
8556	814924	2.50850818
8557	815053	2.50851146
8558	815148	2.50847186
8559	815270	2.50838415
8560	815374	2.50837999
8561	815600	2.50851962
8562	815654	2.50850825
8563	815764	2.50843768
8564	815921	2.50847307
8565	816038	2.50840091
8566	816236	2.50847749
8567	816435	2.50848004
8568	816540	2.50842501
8569	816792	2.50822829
8570	816973	2.50819873
8571	817209	2.50809937
8572	817313	2.50803368
8573	817370	2.50803928
8574	817504	2.50792716
8575	817621	2.50791679
8576	817650	2.50790574
8577	817786	2.50783059
8578	817877	2.50784817
8579	817998	2.50778857
8580	818268	2.50770145
8581	818361	2.50767906
8582	818490	2.50767477
8583	818535	2.50766667
8584	818685	2.50768062
8585	818819	2.50763789
8586	818926	2.50756625
8587	819050	2.50756970
8588	819205	2.50762200
8589	819427	2.50754933
8590	819548	2.50753594
8591	819609	2.50749241
8592	819744	2.50738380
8593	819981	2.50728812
8594	820187	2.50721271
8595	820335	2.50721293
8596	820406	2.50720771
8597	820514	2.50721595
8598	820751	2.50702087
8599	820928	2.50700251
8600	821021	2.50698028
8601	821190	2.50697578
8602	821364	2.50691767
8603	821471	2.50688464
8604	821659	2.50684635
8605	821759	2.50683786
8606	821938	2.50678744
8607	821977	2.50680699
8608	822114	2.50680433
8609	822235	2.50675288
8610	822305	2.50675231
8611	822439	2.50683984
8612	822479	2.50683186
8613	822511	2.50679187
8614	822552	2.50680222
8615	822599	2.50682322
8616	822671	2.50682110
8617	822711	2.50682840
8618	822742	2.50682356
8619	822906	2.50688787
8620	823067	2.50684377
8621	823139	2.50675766
8622	823254	2.50674908
8623	823373	2.50673742
8624	823452	2.50672609
8625	823748	2.50658942
8626	823841	2.50651393
8627	824028	2.50641944
8628	824132	2.50639271
8629	824416	2.50634174
8630	824619	2.50626552
8631	824799	2.50624130
8632	824941	2.50622347
8633	824996	2.50620022
8634	825111	2.50603950
8635	825193	2.50602216
8636	825288	2.50601385
8637	825409	2.50607688
8638	825536	2.50605921
8639	825665	2.50609325
8640	825721	2.50603503
8641	825782	2.50606044
8642	826087	2.50604299
8643	826199	2.50606346
8644	826425	2.50607243
8645	826589	2.50612137
8646	826653	2.50616344
8647	826807	2.50616685
8648	826863	2.50610870
8649	827036	2.50611654
8650	827169	2.50607151
8651	827301	2.50603107
8652	827379	2.50605479
8653	827462	2.50604811
8654	827631	2.50593760
8655	827731	2.50596723
8656	827858	2.50593445
8657	828071	2.50582827
8658	828174	2.50584423
8659	828323	2.50586288
8660	828445	2.50579987
8661	828581	2.50583226
8662	828654	2.50587115
8663	828815	2.50586546
8664	828944	2.50573274
8665	829047	2.50572597
8666	829084	2.50575449
8667	829140	2.50571927
8668	829257	2.50572452
8669	829381	2.50570549
8670	829626	2.50574921
8671	829788	2.50567091
8672	830018	2.50560126
8673	830101	2.50556439
8674	830217	2.50558932
8675	830341	2.50554010
8676	830556	2.50555378
8677	830612	2.50554131
8678	830742	2.50551022
8679	830885	2.50551078
8680	831136	2.50546681
8681	831255	2.50544790
8682	831435	2.50539387
8683	831535	2.50539322
8684	831841	2.50525089
8685	831932	2.50525333
8686	832221	2.50517307
8687	832320	2.50516944
8688	832483	2.50524532
8689	832677	2.50520340
8690	832818	2.50516031
8691	832976	2.50515331
8692	833186	2.50503149
8693	833264	2.50496475
8694	833454	2.50488833
8695	833537	2.50487430
8696	833579	2.50482738
8697	833645	2.50481496
8698	833762	2.50488803
8699	833975	2.50491085
8700	834053	2.50488181
8701	834215	2.50496209
8702	834319	2.50500359
8703	834409	2.50508577
8704	834540	2.50514062
8705	834677	2.50518338
8706	834811	2.50526976
8707	834930	2.50528104
8708	835185	2.50525687
8709	835337	2.50523939
8710	835442	2.50518614
8711	835557	2.50519294
8712	835783	2.50505938
8713	835877	2.50503328
8714	836156	2.50497606
8715	836454	2.50490077
8716	836498	2.50483001
8717	836550	2.50481321
8718	836609	2.50480987
8719	836779	2.50474891
8720	837014	2.50460516
8721	837224	2.50447664
8722	837399	2.50449068
8723	837505	2.50443319
8724	837587	2.50443875
8725	837730	2.50437211
8726	837839	2.50436854
8727	837930	2.50435609
8728	838046	2.50434351
8729	838256	2.50428257
8730	838369	2.50424608
8731	838525	2.50424081
8732	838614	2.50423736
8733	838836	2.50421979
8734	839023	2.50421736
8735	839088	2.50418713
8736	839197	2.50418360
8737	839272	2.50420564
8738	839388	2.50415575
8739	839413	2.50417057
8740	839522	2.50409982
8741	839635	2.50413810
8742	839731	2.50408834
8743	839852	2.50406087
8744	839900	2.50406213
8745	840036	2.50402714
8746	840174	2.50403543
8747	840323	2.50394965
8748	840496	2.50399509
8749	840668	2.50403007
8750	840728	2.50400741
8751	840977	2.50401815
8752	841093	2.50402803
8753	841252	2.50396466
8754	841339	2.50398512
8755	841491	2.50399036
8756	841577	2.50396313
8757	841655	2.50394935
8758	841725	2.50389688
8759	841821	2.50392176
8760	841943	2.50383779
8761	842074	2.50381784
8762	842279	2.50394345
8763	842353	2.50394756
8764	842421	2.50394129
8765	842511	2.50391110
8766	842609	2.50386005
8767	842672	2.50376454
8768	842880	2.50380228
8769	843026	2.50375998
8770	843045	2.50371974
8771	843205	2.50372647
8772	843347	2.50366489
8773	843416	2.50362446
8774	843536	2.50357193
8775	843635	2.50352396
8776	843661	2.50348968
8777	843692	2.50348509
8778	843750	2.50342691
8779	843805	2.50344154
8780	843936	2.50339942
8781	844056	2.50338409
8782	844185	2.50341772
8783	844341	2.50343490
8784	844522	2.50337035
8785	844675	2.50336380
8786	844821	2.50334393
8787	844905	2.50337030
8788	845047	2.50329409
8789	845197	2.50324161
8790	845234	2.50321774
8791	845300	2.50320563
8792	845380	2.50318309
8793	845428	2.50317698
8794	845448	2.50316208
8795	845484	2.50312045
8796	845529	2.50318698
8797	845632	2.50312138
8798	845728	2.50307213
8799	845816	2.50302885
8800	845848	2.50300503
8801	845873	2.50301235
8802	845908	2.50298260
8803	845946	2.50298395
8804	846053	2.50295988
8805	846077	2.50299385
8806	846112	2.50297892
8807	846322	2.50299298
8808	846362	2.50297064
8809	846536	2.50301887
8810	846804	2.50302679
8811	846946	2.50306179
8812	847013	2.50306007
8813	847301	2.50301614
8814	847429	2.50306892
8815	847462	2.50300374
8816	847772	2.50279574
8817	847866	2.50277770
8818	847990	2.50278172
8819	848122	2.50276504
8820	848225	2.50275141
8821	848352	2.50272737
8822	848425	2.50269170
8823	848542	2.50268985
8824	848622	2.50263055
8825	848805	2.50258719
8826	848868	2.50259585
8827	848925	2.50257207
8828	849030	2.50255700
8829	849140	2.50254192
8830	849420	2.50256320
8831	849570	2.50255537
8832	849679	2.50255947
8833	849848	2.50253390
8834	849942	2.50250120
8835	850033	2.50249651
8836	850149	2.50250648
8837	850214	2.50247683
8838	850270	2.50243542
8839	850351	2.50241604
8840	850437	2.50242611
8841	850629	2.50244617
8842	850866	2.50237042
8843	850944	2.50228337
8844	851011	2.50228172
8845	851167	2.50226218
8846	851324	2.50222352
8847	851454	2.50212023
8848	851530	2.50208622
8849	851708	2.50200640
8850	851999	2.50194253
8851	852115	2.50197459
8852	852243	2.50196842
8853	852326	2.50190360
8854	852538	2.50187229
8855	852678	2.50194539
8856	852887	2.50186858
8857	853011	2.50189473
8858	853110	2.50188424
8859	853206	2.50192364
8860	853399	2.50192467
8861	853519	2.50187307
8862	853779	2.50182851
8863	853818	2.50179617
8864	853962	2.50173430
8865	854249	2.50179819
8866	854382	2.50176275
8867	854562	2.50170379
8868	854746	2.50168585
8869	854912	2.50164453
8870	855138	2.50173484
8871	855278	2.50187360
8872	855517	2.50177504
8873	855594	2.50174416
8874	855739	2.50175118
8875	855990	2.50179746
8876	856098	2.50179869
8877	856289	2.50186700
8878	856387	2.50186094
8879	856549	2.50184451
8880	856626	2.50182827
8881	856727	2.50182367
8882	856842	2.50183804
8883	856935	2.50186121
8884	857206	2.50189275
8885	857464	2.50181334
8886	857619	2.50187140
8887	857783	2.50182434
8888	857857	2.50185045
8889	858032	2.50183549
8890	858150	2.50183669
8891	858205	2.50182199
8892	858293	2.50183055
8893	858452	2.50183459
8894	858640	2.50184293
8895	858695	2.50182824
8896	858801	2.50184550
8897	859001	2.50191065
8898	859175	2.50192192
8899	859303	2.50195223
8900	859479	2.50197660
8901	859667	2.50203587
8902	859716	2.50200372
8903	859849	2.50201215
8904	860036	2.50191563
8905	860166	2.50198084
8906	860588	2.50208752
8907	860710	2.50210032
8908	860790	2.50205649
8909	860877	2.50200392
8910	861057	2.50203259
8911	861145	2.50200475
8912	861359	2.50200862
8913	861430	2.50196049
8914	861521	2.50194139
8915	861578	2.50194707
8916	861684	2.50178993
8917	861988	2.50151776
8918	862141	2.50142459
8919	862380	2.50137776
8920	862413	2.50133563
8921	862560	2.50130494
8922	862585	2.50131215
8923	862640	2.50129031
8924	862735	2.50129017
8925	862847	2.50127405
8926	862922	2.50123769
8927	862993	2.50121149
8928	863129	2.50127218
8929	863265	2.50127488
8930	863401	2.50134280
8931	863501	2.50132090
8932	863733	2.50137705
8933	863809	2.50138707
8934	863877	2.50134495
8935	863901	2.50134202
8936	864053	2.50134758
8937	864090	2.50133883
8938	864112	2.50122150
8939	864140	2.50117223
8940	864174	2.50112586
8941	864198	2.50110122
8942	864225	2.50103459
8943	864242	2.50099694
8944	864258	2.50097086
8945	864301	2.50094331
8946	864395	2.50095479
8947	864615	2.50083157
8948	864862	2.50068527
8949	865015	2.50062876
8950	865175	2.50059973
8951	865210	2.50061416
8952	865274	2.50056787
8953	865306	2.50053750
8954	865452	2.50054030
8955	865494	2.50050270
8956	865534	2.50049546
8957	865609	2.50049541
8958	865757	2.50046066
8959	865888	2.50033352
8960	865980	2.50031760
8961	866103	2.50026125
8962	866153	2.50023959
8963	866289	2.50023522
8964	866416	2.50024817
8965	866470	2.50025970
8966	866592	2.50027265
8967	866697	2.50027983
8968	866795	2.50028124
8969	866869	2.50029997
8970	866919	2.50023505
8971	866965	2.50018745
8972	867031	2.50013985
8973	867088	2.50008073
8974	867203	2.49999423
8975	867223	2.49993658
8976	867344	2.49988903
8977	867372	2.49983284
8978	867446	2.49980116
8979	867509	2.49972338
8980	867731	2.49975081
8981	867781	2.49968602
8982	867859	2.49962269
8983	867911	2.49957088
8984	868070	2.49949611
8985	868197	2.49944437
8986	868309	2.49937106
8987	868434	2.49932080
8988	868524	2.49924895
8989	868701	2.49920452
8990	868750	2.49913699
8991	868883	2.49907387
8992	868979	2.49901216
8993	869035	2.49903666
8994	869109	2.49898357
8995	869129	2.49898359
8996	869211	2.49891759
8997	869252	2.49892051
8998	869285	2.49883579
8999	869313	2.49881572
9000	869370	2.49878563
9001	869407	2.49876270
9002	869458	2.49870102
9003	869491	2.49868814
9004	869592	2.49856911
9005	869647	2.49853331
9006	869767	2.49849045
9007	869850	2.49852074
9008	869887	2.49851936
9009	869994	2.49853246
9010	870084	2.49853979
9011	870120	2.49852837
9012	870225	2.49848551
9013	870258	2.49849417
9014	870325	2.49847851
9015	870398	2.49847290
9016	870501	2.49837412
9017	870601	2.49837431
9018	870637	2.49837007
9019	870663	2.49841601
9020	870725	2.49835017
9021	870867	2.49823433
